0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,id,label,name
6.96656,3.44915,9.93168,-1.7317667,-2.3422537,-0.6690196,-1.3133051,-1.1760224,-2.5291748,-1.776446,-1.8344069,-1.7152513,-1.1563803,-1.541832,-2.3287146,-1.7359293,-1.3560236,-0.77557147,-2.5449877,-1.3582695,-0.9976729,-1.1975846,-1.3048159,-1.1128014,-1.3250998,-1.6867665,-2.3712797,-1.6882191,-1.8696775,-1.6296864,-0.46014652,-1.4561689,-1.3772527,-1.5098376,-1.4694963,-1.086624,-2.1621287,-1.8797145,-1.6865344,-1.8343487,-1.9491472,-1.507839,-1.3194829,-1.3746266,-3.0899286,-1.2811011,-1.5722255,-1.693752,-1.3361782,-1.9127095,-1.0133157,-0.056466024,-1.8545434,-0.7039174,-2.173113,-1.9977797,-1.1911329,-2.0993688,-1.9618968,-1.2032154,-2.3764951,-1.5239494,-1.6447644,-1.6521646,2051,2,Immagine 096.jpg
5.533254,4.184593,7.9258027,-1.3824756,-1.916777,-0.83074355,-1.2911214,-1.311112,-2.114553,-1.6364156,-1.5478393,-1.9303683,-0.88653326,-1.8851006,-1.9958874,-1.4588697,-1.2028884,-0.9414252,-2.281854,-1.1681156,-1.5268075,-1.2844875,-1.1001153,-1.1192118,-1.0663916,-1.257344,-1.8156538,-1.4756205,-1.3677517,-1.5242687,-0.17574361,-1.1712581,-0.9517332,-1.1298382,-1.5408851,-0.6787511,-1.7270908,-2.0852034,-1.3016479,-1.2373308,-1.6340013,-1.1876374,-1.3617847,-1.7540488,-2.1784985,-1.2059515,-0.97693163,-1.3630215,-1.2496992,-1.4915351,-0.8856403,-0.24815983,-1.6088718,-0.5851666,-1.5711489,-1.5161022,-1.2143893,-1.8229603,-1.4234173,-0.5712215,-2.1947992,-0.9183269,-1.436068,-1.5629464,1835,2,Immagine 247.jpg
6.2608094,3.5674372,9.373383,-1.7869836,-2.0182815,-0.90771574,-1.2261184,-1.3786427,-2.0608194,-1.8313919,-1.7530719,-1.8585551,-1.1388079,-1.454641,-2.0197976,-1.6577064,-1.4156063,-0.8241127,-2.374865,-1.4758612,-0.94570035,-1.0297717,-0.96166307,-1.1355132,-1.2393246,-2.0065024,-2.6347237,-1.6498891,-1.658808,-1.4375058,-0.39250678,-1.2899393,-0.8780847,-1.0407882,-1.2552055,-1.0505418,-1.9800286,-1.9415916,-1.5399141,-1.2282441,-1.7066311,-1.4559178,-1.2755613,-1.7696636,-2.8246856,-1.0136756,-1.221637,-1.4417452,-1.3601035,-1.8984052,-1.1749222,-0.18351072,-2.0414739,-0.22485936,-2.0627182,-1.7966392,-1.2682444,-2.0368166,-1.9281261,-0.8606694,-2.6203067,-1.4866229,-1.4328285,-1.548913,1818,2,DSC_3650.JPG
4.9690847,5.681561,10.420723,-1.6161219,-1.9535629,-1.2225534,-1.5839559,-1.4743456,-2.40895,-1.8280442,-2.0665462,-2.034356,-1.0094802,-1.9247584,-2.1267157,-1.3718046,-1.3209051,-1.0497843,-2.367453,-1.5862557,-1.2544278,-0.9856816,-1.5181141,-1.51772,-1.279499,-1.4981534,-2.197937,-1.8053875,-1.9061348,-2.1205359,-0.33110029,-1.3106629,-1.4204866,-1.4878849,-1.5972444,-0.84423333,-2.3466535,-2.342121,-1.3952464,-1.319506,-1.9972252,-1.5134557,-1.0597816,-1.6646317,-2.79962,-1.4422237,-1.4823662,-1.4624996,-1.1579107,-1.7140486,-1.1801583,-0.3305798,-2.1436906,-0.5504061,-1.8564042,-1.5514566,-1.1858433,-2.1516821,-1.9019594,-0.72688884,-2.4719892,-1.2503557,-1.6974454,-1.52686,1695,2,3ac3a26a6d56e997d744e2cdfbbe9737.jpg
4.41739,5.9960876,6.8390193,-1.7168843,-1.3041048,-1.0606799,-1.3391091,-0.87576663,-2.006251,-1.8546844,-1.5794746,-1.2261907,-0.9844123,-0.91614914,-1.2784793,-1.2466819,-1.1883465,-1.3073534,-1.6623136,-1.2155325,-1.1173128,-1.0356878,-1.4340655,-1.089617,-0.93916786,-1.5058129,-1.6808887,-1.8566098,-1.4097482,-1.2923049,-0.5899357,-0.6924061,-0.85946935,-0.24354374,-1.492145,-1.3915894,-1.4538268,-1.7191509,-1.2870032,-1.3245013,-1.6997598,-1.3110938,-1.2453249,-1.586974,-2.158048,-1.1835271,-1.1401036,-0.818908,-1.0755869,-0.89698815,-1.0757763,-0.35174984,-1.7944454,-0.581821,-2.0308843,-1.0350981,-1.1729875,-1.5596031,-1.5374719,-0.2891652,-1.6791254,-1.5923078,-1.1910536,-1.4595507,1623,2,40ec07a95ef7f52db5cc3513455d60cc.jpg
9.691027,3.71646,6.066987,-1.6476017,-2.4105332,-1.0122715,-1.1759216,-0.797015,-2.0665162,-2.5997298,-1.6898369,-1.5999297,-1.6152976,-1.2551221,-2.1320589,-2.611709,-1.498034,-1.1750234,-2.6424165,-1.113052,-1.3958901,-1.6448587,-1.5251713,-0.5380487,-1.059882,-1.7030367,-2.2518606,-1.632783,-1.4452063,-1.4712443,-0.26348743,-1.4344983,-1.591555,-1.1212871,-1.7926944,-1.0499327,-2.3749335,-1.4128585,-1.6963166,-2.2057517,-1.5861262,-1.5241979,-1.72393,-1.7942977,-3.3109264,-1.0714445,-0.8491322,-1.3075613,-1.6493937,-2.1933644,-1.1361024,-0.36021796,-1.5965992,-0.71246177,-1.822974,-1.958105,-1.2342371,-2.1186736,-1.6112761,-1.0231102,-2.39109,-1.1629832,-1.9171371,-1.7242105,1630,2,9f8725243c3b743653350c60f64fb51b.JPG
5.2609267,5.841797,9.012047,-1.4007068,-1.8858463,-0.8633037,-1.5999507,-1.6519476,-2.1945355,-1.782145,-2.2852077,-2.1409197,-0.8390686,-1.8010329,-1.9205468,-1.4655083,-1.2738295,-1.1260054,-2.1301029,-1.3565485,-1.1310939,-1.3686796,-1.4637512,-1.2952814,-1.2395849,-1.6477343,-2.1454208,-1.7577428,-1.7296866,-1.752292,-0.043148164,-1.0487447,-1.3375783,-0.99655545,-1.6706997,-0.95421225,-1.8823273,-2.305899,-1.4944516,-1.0950761,-1.7717301,-1.4141562,-1.2461774,-1.7520386,-2.6436372,-1.4939998,-1.3196647,-1.2952094,-1.4038833,-1.8456284,-1.2364819,-0.10113186,-1.9723119,-0.5910639,-1.447805,-1.880708,-0.96226573,-2.0643926,-1.5481453,-0.7386968,-2.416531,-1.1765157,-1.5218803,-1.5462334,1994,2,DSCN4287.jpg
4.2792263,5.812985,9.538573,-1.7119621,-1.8005729,-1.0944972,-1.4135103,-1.2270969,-2.1512182,-1.7539102,-1.8861796,-1.6060886,-0.96867293,-1.7240673,-2.052836,-1.2755284,-1.2165833,-1.4038682,-2.1360633,-1.2852311,-1.1821345,-1.2643962,-0.87812406,-1.3824756,-1.212976,-1.2451189,-1.809727,-1.7873424,-1.6446269,-1.8033665,-0.5226131,-0.79523194,-1.28688,-1.3679945,-1.0622389,-1.0920615,-2.0334473,-1.9805344,-1.4118022,-1.5279349,-1.975414,-1.3789575,-1.2101552,-1.8710403,-2.5557501,-1.3553046,-1.2705142,-1.3732011,-1.2259521,-1.5140159,-1.1798565,-0.34254178,-1.7815055,-0.49926633,-1.7238663,-1.7476547,-1.243243,-1.698434,-1.5640101,-0.8356635,-2.2193542,-1.283883,-1.5070306,-1.2904651,2189,2,DSC_8691.JPG
4.3458676,9.175449,7.5529327,-1.3600559,-1.3796151,-1.9748694,-1.5834174,-1.0998307,-2.1704712,-1.845396,-2.1670191,-1.6433607,-1.108059,-1.8788091,-1.8379632,-1.9062343,-1.3668202,-1.2695259,-1.8241513,-1.0126297,-1.2999574,-1.4264159,-1.5650511,-1.4935616,-0.9138551,-0.72096026,-2.0368812,-2.0697715,-1.8874553,-1.805846,-0.17620265,-0.9788775,-1.3837844,-1.3332139,-1.2338428,-1.2235163,-2.4766746,-2.0256703,-1.7680557,-1.1815279,-1.5950812,-1.8028871,-0.9221163,-1.8502356,-2.1992815,-0.88629794,-1.3643241,-1.0080898,-1.3879228,-1.5910169,-1.6957685,-0.42205283,-1.9142745,-0.838298,-1.7526537,-1.3636414,-1.2243322,-2.1842554,-1.6165854,-1.1375064,-2.1681552,-1.2127745,-1.1505677,-1.7214212,1690,2,32c094b9e9020102948f73f52fa520e3.jpg
7.622287,3.6457107,9.35026,-1.4070265,-2.354078,-1.0627604,-1.1614705,-1.2126265,-2.3286123,-2.010616,-1.7676251,-1.8860645,-1.0395309,-1.6840543,-2.3768778,-2.0273523,-1.4332836,-1.227243,-2.7575822,-1.2518669,-1.3523016,-1.317501,-1.2123876,-1.1901327,-1.3525885,-2.0153,-2.288925,-1.9731616,-1.7969657,-1.4023746,-0.2901531,-1.661363,-1.4464334,-1.2711132,-1.2314388,-0.80524075,-2.1931481,-1.7094405,-1.4335381,-1.8100401,-2.1966379,-1.7522806,-1.3477585,-1.7042089,-3.2566044,-1.3635877,-1.2072138,-1.568414,-1.4183568,-2.3677397,-1.0908675,-0.20281157,-1.7235518,-0.61938137,-1.865565,-1.9266059,-1.1331799,-1.9401796,-1.7313563,-0.9891258,-2.3776474,-1.4283853,-1.6517954,-1.7762184,2099,2,DSC_4595.JPG
8.037222,4.0962696,9.483759,-2.0339353,-2.428922,-0.7859308,-1.5257902,-1.3688606,-2.3580503,-1.799047,-1.8621864,-1.9195683,-1.0999174,-1.6984873,-2.2989445,-1.9728371,-1.7966702,-0.9840223,-2.8566256,-1.5698081,-1.4493657,-1.4509358,-1.2280096,-1.1278839,-1.2075745,-1.9082526,-2.6112988,-1.8341814,-1.897626,-1.5086353,-0.6803839,-1.5230405,-1.076003,-1.3994013,-1.5384341,-0.8817122,-2.1885543,-2.2665567,-1.3069755,-1.8035614,-2.0591848,-1.6104417,-1.4101624,-1.7184368,-3.1868372,-1.4698282,-1.1373603,-1.8013532,-1.5285431,-2.1609926,-1.2355533,-0.69712716,-1.9825449,-0.32254228,-2.3104424,-1.8019235,-1.4534293,-2.0717602,-2.1432817,-1.0989181,-2.7183042,-1.5210354,-1.9692084,-1.8887956,2414,2,DSC_4427.JPG
5.23289,4.847998,9.20303,-1.7570925,-1.7186345,-0.88121265,-1.271294,-1.1969733,-2.1586328,-1.7092619,-1.587926,-1.9934578,-1.0570655,-1.9643053,-2.0377355,-1.4229227,-1.2658044,-0.8780431,-2.081584,-1.3587304,-1.3675319,-1.2544656,-1.008608,-1.28887,-1.0574719,-1.3931587,-1.9900267,-1.5534928,-1.579039,-1.7007835,-0.42392176,-1.1736474,-1.0176793,-1.3051653,-1.1262207,-0.877072,-2.1720538,-1.9212503,-1.2672971,-1.2503948,-1.9035906,-1.2695948,-1.3442644,-1.8050998,-2.4792292,-1.2489033,-0.79754204,-1.2987361,-1.4852656,-1.5917372,-1.100236,-0.41535676,-1.6895798,-0.17892092,-1.721072,-1.2605758,-1.1085982,-1.8533468,-1.6744373,-0.8241737,-2.7211435,-1.1988465,-1.8105155,-1.591118,2355,2,DSC_1480.JPG
7.0755553,5.6842213,7.758857,-1.5660516,-2.0250363,-1.3674341,-1.4811404,-1.1525415,-2.1229563,-1.9002051,-1.9908559,-1.736479,-1.2478405,-1.7135866,-2.1589124,-1.9781923,-1.2683396,-1.2374219,-2.5909784,-1.2451046,-1.2843409,-1.306104,-1.4350882,-1.1394316,-1.1922551,-1.3729086,-2.1573703,-1.6785105,-1.7511226,-1.8929806,-0.09359296,-1.2264906,-1.385322,-1.1264218,-1.4527501,-0.87141645,-2.0628476,-1.6397748,-1.5815363,-1.6935811,-1.6640877,-1.5918978,-1.6042567,-2.016721,-3.194147,-1.1963949,-1.0609415,-1.1155407,-1.3706037,-1.7309247,-1.3248423,-0.24932191,-1.7134095,-0.9806436,-1.3853488,-1.8693837,-1.1662387,-1.947895,-1.4870334,-0.85218143,-2.3002725,-1.1829715,-1.6718063,-1.7420437,1702,2,4fa81a5a2d2d8bb818c6ffaee409c998.JPG
2.684066,7.6236877,9.1792555,-1.7248224,-1.4635355,-1.49065,-1.6070197,-1.3929183,-2.1938882,-1.6236709,-1.5122826,-1.6405869,-0.91695553,-1.9935892,-1.750646,-1.2807158,-1.3010923,-1.3488855,-1.9879225,-1.3828197,-1.2863815,-1.1844747,-1.2494465,-1.409015,-1.012709,-1.091704,-1.8850336,-1.6691253,-1.7285621,-2.0581124,-0.69916385,-0.9976799,-1.7426395,-1.4134576,-1.0449396,-0.8774497,-2.4443347,-2.473355,-0.95159703,-1.3161838,-2.1377184,-1.3350027,-0.89606535,-1.5874699,-1.5907332,-1.1820705,-1.3016859,-1.5046687,-0.89072883,-0.99830717,-1.1791756,-0.80441046,-1.5873655,-0.21256107,-1.6020113,-1.322581,-0.93177325,-1.6689336,-1.8488011,-0.73271126,-1.9014496,-1.1163671,-1.5922872,-1.315435,2380,2,DSC_6415.JPG
2.0379708,7.270718,9.110056,-1.5144662,-1.3044919,-1.6419878,-1.7785078,-1.337359,-2.1769624,-1.4851319,-1.5380746,-1.6340189,-0.75498825,-1.9446206,-1.7682327,-0.66716486,-1.0158972,-1.2126791,-1.8557595,-1.2514327,-0.92460966,-0.84036106,-1.0191349,-1.3709409,-1.0002135,-0.80457807,-1.6598134,-1.1973758,-1.7381226,-2.2213118,-0.30391932,-0.8027296,-1.3854723,-1.2746887,-1.28474,-0.8192895,-1.9695842,-1.9958905,-1.2077603,-1.2477186,-1.8820431,-1.2648907,-0.7079415,-1.5984392,-1.6879519,-1.2544411,-1.357118,-1.2930933,-0.96080184,-0.6088072,-1.1086609,-0.31489882,-1.8343271,-0.54345185,-1.4692826,-1.2500873,-0.82533395,-1.721704,-1.5546364,-0.57291895,-1.8787799,-1.0613009,-1.3539901,-1.1609682,1729,2,4928c65f3b55b45077757abbd1b7f0c9.jpg
6.9467444,3.9792573,8.596365,-1.4197432,-1.9512441,-1.1976068,-1.199208,-0.99580127,-2.106054,-1.9046772,-1.528801,-1.9221845,-1.1633269,-1.769353,-2.1826832,-1.7137029,-1.3599951,-1.0789593,-2.5947752,-1.1893063,-1.2078754,-1.3740177,-1.2893848,-1.1688555,-1.2116345,-1.3144166,-2.4914472,-1.8156574,-1.3375396,-1.4660436,-0.24297008,-1.58013,-1.0769017,-1.2355086,-1.5050032,-0.6053941,-1.9282429,-1.7359143,-1.3077297,-1.492074,-2.0075505,-1.2661554,-1.4630297,-1.9598793,-3.2198641,-1.3861487,-1.1146713,-1.3677386,-1.2965881,-1.771222,-1.0175925,-0.072396085,-1.5307531,-0.6985217,-1.5808582,-1.7586125,-1.1505747,-2.1909857,-1.6624484,-0.79261017,-2.47767,-1.1056805,-1.4441823,-1.8061736,1821,2,Immagine 133.jpg
3.6914973,6.2140718,9.1236,-1.4214531,-1.7024808,-1.281638,-1.5007946,-1.0834829,-2.1503816,-1.6439952,-1.9533229,-1.5843493,-1.242139,-1.8337128,-2.0860448,-1.1165133,-1.0737486,-1.123864,-1.8958833,-1.3357575,-0.85087395,-0.9249866,-1.1858343,-1.1667459,-1.062494,-1.3819476,-1.6524168,-1.3948147,-1.6260024,-2.0647907,-0.124696344,-0.6903129,-1.2360321,-1.0522267,-1.0638466,-0.83787745,-1.8306276,-1.7986741,-1.5407122,-1.1559378,-2.0240798,-1.3340503,-0.9908522,-1.7309248,-2.2852843,-1.1317028,-1.5376632,-1.1958495,-1.2166609,-1.0709487,-1.1961434,0.06677455,-1.9787153,-0.5916892,-1.6198233,-1.400848,-0.98213786,-2.0195038,-1.5273566,-0.5556774,-2.158839,-1.2504576,-1.3255358,-1.2964301,1845,2,DSCN3981.jpg
10.255669,3.1780517,7.527712,-1.8937001,-2.539561,-0.61392134,-1.3584038,-1.2836875,-2.265935,-2.065901,-1.5332086,-1.700118,-1.4425833,-1.6325867,-2.3834999,-2.652231,-1.999733,-0.8127236,-2.9771519,-1.279082,-1.9277443,-1.894062,-1.1940563,-0.8377194,-1.3101196,-2.0198135,-2.8801417,-2.1913123,-1.5330294,-1.0710269,-0.71015507,-1.7613603,-1.3666395,-1.5698774,-1.5322126,-1.1534923,-2.4663956,-1.8543447,-1.305361,-2.2287402,-1.7999446,-1.9226112,-1.6421099,-1.7916789,-3.0962625,-1.0266156,-1.2255044,-1.5308723,-1.799445,-2.085615,-1.4264624,-0.62719727,-1.879752,-0.3208034,-2.5864341,-1.7478527,-1.5241517,-2.0510457,-2.1616578,-1.1758673,-2.5939012,-1.3687336,-1.7618432,-2.0358374,1876,2,DSC_3118.JPG
5.374859,5.9024587,8.677406,-1.665527,-1.9146937,-1.0665926,-1.5138944,-1.3655665,-2.1375363,-1.8261906,-1.5857366,-2.1368003,-0.8286865,-1.752476,-1.9421632,-1.6722629,-1.4067316,-1.293177,-2.423668,-1.2491605,-1.8197997,-1.5107428,-1.4312131,-1.2447532,-1.0676054,-1.3267537,-1.9076536,-1.918809,-1.8050718,-1.608724,-0.38496038,-1.121042,-1.121943,-1.1267501,-1.3073587,-0.99256086,-2.250372,-2.3550963,-1.3950429,-1.4621655,-2.0210977,-1.6484321,-1.4037254,-1.7632588,-2.4380882,-1.3368016,-1.093887,-1.4066979,-1.3750051,-1.5138654,-1.3175297,-0.48977992,-1.9014746,-0.18747528,-1.6815456,-1.3805568,-1.1231948,-1.8483242,-1.5733197,-0.9990514,-2.5231574,-1.2469963,-1.5125316,-1.8355287,2386,2,DSC_4098.JPG
6.998594,3.7709413,10.149575,-1.6712997,-2.1153536,-0.63163567,-1.4119005,-1.4196512,-2.400205,-2.0623603,-2.022919,-2.3255427,-0.82137203,-1.8020896,-2.2556024,-1.6350572,-1.5944356,-0.86004436,-2.7380733,-1.5760932,-1.174776,-1.1823281,-1.5513258,-1.2603958,-1.3506186,-1.6994092,-2.2703574,-1.811596,-1.8113606,-1.7361853,-0.0870557,-1.6081213,-1.338158,-1.3837106,-1.4853253,-0.6666544,-2.350877,-2.3945682,-1.4005257,-1.4083983,-2.1662483,-1.3528664,-1.3004954,-1.5746517,-3.0913007,-1.5308505,-1.3917007,-1.7089782,-1.2534204,-2.05704,-0.88648516,-0.3096836,-1.9909292,-0.519429,-1.931991,-1.9642832,-0.930227,-2.2423997,-1.966807,-0.77745277,-2.5869148,-1.3258281,-1.840864,-1.9751848,1618,2,65612a5a7fcee55e75e410cdef7924ae.jpg
